agent,pxd_id,field,golden,llm,match_type,score
BiologicalAgent,PXD013543,organ,left ventricle,Heart; left ventricle; epididymal; retroperitoneal; visceral fat; atria; left and right ventricle; tibia; LV; myocyte; interstitial collagen; Perivascular; mitral valve; papillary muscles; aortic valve; left atrium; aorta; mitral annulus; mitral; myocardial; papillary muscle; IPM; muscle,EXACT,1.0
BiologicalAgent,PXD013543,disease,obesity,,NO_MATCH,0.0
BiologicalAgent,PXD013543,strain,Wistar,,NO_MATCH,0.0
BiologicalAgent,PXD013809,species,Homo sapiens,Homo sapiens,EXACT,1.0
BiologicalAgent,PXD013809,cell_line,HeLa,HeLa; THP-1,EXACT,1.0
BiologicalAgent,PXD014762,species,Homo sapiens,human,SEMANTIC,0.8253394365310669
BiologicalAgent,PXD014762,organ,alveoli; blood vessels,lung alveoli; lung blood vessels; lung; tissues; alveoli; vessels; blood,SEMANTIC,0.9644
BiologicalAgent,PXD014762,disease,Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis; IPF,NO_MATCH,0.93583
BiologicalAgent,PXD015272,cell_line,HeLa,,NO_MATCH,0.0
BiologicalAgent,PXD015289,species,Homo sapiens,urine; prostate; homo sapiens,NORMALIZED,0.95
BiologicalAgent,PXD015289,organ,prostate,,NO_MATCH,0.0
BiologicalAgent,PXD015289,disease,prostate cancer; benign prostatic hyperplasia (BPH); bladder cancer; renal cell carcinoma,prostate cancer; prostate disease; bladder and renal cancer; BPH; urothelial cancer of the bladder; renal cell carcinoma,SEMANTIC,0.927263
BiologicalAgent,PXD018830,species,Homo sapiens,,NO_MATCH,0.0
BiologicalAgent,PXD018830,organ,Breast epithelium,,NO_MATCH,0.0
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,,NO_MATCH,0.0
BiologicalAgent,PXD019394,species,Mus musculus,mouse,SEMANTIC,0.7748880386352539
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,liver; brain; brown fat; heart; lung; kidney; pancreas; spleen; testis; tissue; tissues,EXACT,0.988889
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,,NO_MATCH,0.0
BiologicalAgent,PXD019394,disease,normal,,NO_MATCH,0.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,,NO_MATCH,0.0
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis; WT,NO_MATCH,0.901981
BiologicalAgent,PXD026287,organ,whole seedlings,,NO_MATCH,0.0
BiologicalAgent,PXD026287,cell_type,plant cell,,NO_MATCH,0.0
BiologicalAgent,PXD028781,species,Toxoplasma gondii,,NO_MATCH,0.0
BiologicalAgent,PXD028781,cell_line,HFF-1,HFF-1,EXACT,1.0
BiologicalAgent,PXD028781,strain,RH tachyzoites; RHΔku80,T. gondii GT1 ToxoDB-26; RHΔHx; RHΔku80; RHsCas9; RH,SEMANTIC,0.784445
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,,NO_MATCH,0.0
BiologicalAgent,PXD029966,organ,serum,,NO_MATCH,0.0
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,S. cerevisiae; Escherichia coli Rosetta cells; Xenopus laevis; Hst28-294-H3K9bz (QTARKbzSTGGK); Taf142-137- H3K9bz (Ac-QTARKbzSTGG); Sas52-139-H3K27bz(KQLASKAARKbzSAPSTGGVKY); Sth11248-1359-H3K14bz(TARKSTGGKbzAPRKQLASY),NO_MATCH,0.97401
BiologicalAgent,PXD029997,cell_type,yeast,,NO_MATCH,0.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,,NO_MATCH,0.0
BiologicalAgent,PXD029997,strain,BY4742,BY4742,EXACT,1.0
BiologicalAgent,PXD030403,species,Homo sapiens,,NO_MATCH,0.0
BiologicalAgent,PXD030403,organ,thyroid,,NO_MATCH,0.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,,NO_MATCH,0.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0
BiologicalAgent,PXD030403,disease,normal,,NO_MATCH,0.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfobacterota; Desulfuromonas acetexigens; D. acetexigens,EXACT,1.0
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,,NO_MATCH,0.0
BiologicalAgent,PXD036655,species,Mus musculus,mouse,SEMANTIC,0.7748880386352539
BiologicalAgent,PXD036832,species,Mus musculus,Escherichia coli; Luria-Bertani broth; E. coli; mice; mouse,NO_MATCH,0.774888
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,kidneys; liver; lung; spleen; heart; kidney; skin; plasma; leukocytes,SEMANTIC,0.955791
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585
BiologicalAgent,PXD040176,species,Diplonema papillatum,,NO_MATCH,0.0
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,,NO_MATCH,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,,NO_MATCH,0.0
BiologicalAgent,PXD040722,species,Mus musculus,mouse; mice; Mus musculus,EXACT,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,brain; cerebrum; gastrocnemius muscle; heart; kidney; liver; lung; thoracic aorta; muscle,SEMANTIC,0.921004
BiologicalAgent,PXD041681,species,homo sapiens,SARS-CoV-2; Homo sapience,NO_MATCH,0.605784
BiologicalAgent,PXD042574,species,Homo sapiens,Healthy control and oral squamous cell carcinoma (OSCC) patients with and without lymph node metastasis; healthy control and oral squamous cell carcinoma (OSCC) patients,NO_MATCH,0.395413
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),Mapping Conformational Changes in the Saliva Proteome Potentially Associated with Oral Cancer Aggressiveness; saliva to quantitatively identify diagnostic and prognostic targets for oral cancer; Diverse proteomics-based strategies have been applied to saliva to quantitatively identify diagnostic and prognostic targets for oral cancer; oral squamous cell carcinoma (OSCC),EXACT,1.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,budding yeast; S. cerevisiae,NO_MATCH,0.97401
BiologicalAgent,PXD043392,strain,W303-1,W303-1; sacCer3,EXACT,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Human; MSC derived; patients,NO_MATCH,0.825339
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,MSCs; MSC; MSC-EVs; mesenchymal stem cell line; IVD experiments; MSC derived EV; IVD cells,HIERARCHICAL,0.9
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo; transduced cell lines,EXACT,1.0
BiologicalAgent,PXD060381,disease,degenerative disc disease,Inflammatory Responses; IVD cells; degenerated; disc herniation; DDD,NO_MATCH,0.73755
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,,NO_MATCH,0.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),,NO_MATCH,0.0
TechnicalAgent,PXD001856,reduction_reagent,DTT,,NO_MATCH,0.0
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive mass spectrometer,SEMANTIC,0.7192069888114929
TechnicalAgent,PXD002619,label,SILAC,,NO_MATCH,0.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin; Trypsin/P,EXACT,1.0
TechnicalAgent,PXD005982,label,label-free,,NO_MATCH,0.0
TechnicalAgent,PXD005982,reduction_reagent,DTT,,NO_MATCH,0.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,,NO_MATCH,0.0
TechnicalAgent,PXD006847,label,Label-free,,NO_MATCH,0.0
TechnicalAgent,PXD006847,reduction_reagent,DTT,,NO_MATCH,0.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108
TechnicalAgent,PXD012439,reduction_reagent,DTT,dithiothreitol; DTT,EXACT,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0
TechnicalAgent,PXD013543,label,label-free,,NO_MATCH,0.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,trypsin; LysC,SEMANTIC,0.966385
TechnicalAgent,PXD013809,label,SILAC,,NO_MATCH,0.0
TechnicalAgent,PXD013809,reduction_reagent,DTT,DTT,EXACT,1.0
TechnicalAgent,PXD014762,cleavage_agent,trypsin,trypsin,EXACT,1.0
TechnicalAgent,PXD015272,label,SILAC (light: Lys/Arg; heavy: Lys/Arg),,NO_MATCH,0.0
TechnicalAgent,PXD015289,cleavage_agent,trypsin; Lys-C,Trypsin/Lys-C mix,SEMANTIC,0.891432
TechnicalAgent,PXD015289,label,label-free,Label-free quantification (LFQ),NO_MATCH,0.6871764659881592
TechnicalAgent,PXD015289,reduction_reagent,dithiothreitol (DTT),2-mercaptoethanol,NO_MATCH,0.6806696057319641
TechnicalAgent,PXD018830,instrument,Q Exactive HF-X,TissueLyser LT; Bioanalyzer 2100; NanoDrop ND-1000 spectrophotometer; Caliper HT RNA LabChip; NextSeq 500,NO_MATCH,0.491894
TechnicalAgent,PXD018830,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD018830,collision_energy,30,,NO_MATCH,0.0
TechnicalAgent,PXD019394,instrument,LTQ Orbitrap,LTQ-Orbitrap mass spectrometer; LTQ-Velos-Orbitrap mass spectrometer,NO_MATCH,0.925704
TechnicalAgent,PXD019394,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD021383,cleavage_agent,trypsin,,NO_MATCH,0.0
TechnicalAgent,PXD021383,reduction_reagent,dithiothreitol (DTT),,NO_MATCH,0.0
TechnicalAgent,PXD022741,instrument,Orbitrap Fusion Lumos,Orbitrap Fusion Lumos mass spectrometer,SEMANTIC,0.9141921997070312
TechnicalAgent,PXD022741,label,TMT126; TMT127N; TMT127C; TMT128N; TMT128C; TMT129N; TMT129C; TMT130N; TMT130C; TMT131N; TMT131C,TMT11,SEMANTIC,0.732702374458313
TechnicalAgent,PXD026287,instrument,LTQ Orbitrap Velos,confocal microscopy; Fuji-Screen; Bio-Rad Molecular Imager FX; Diagenode Bioruptor 200; LTQ Orbitrap Velos Pro mass spectrometer; LightCycler® 480; Bio-Rad Mini-PROTEAN® TGX™ Precast Gel; Amersham™ Protran® western blotting membrane; Stereo Dissecting Microscope; Illumina; Trimgalore; STAR; SAMtools; m6aViewer; BEDtools; PANTHER; fastqc; Trimmomatic; Bowtie2; HTSeq; R-studio; DESeq2,NO_MATCH,0.940872
TechnicalAgent,PXD026287,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD028781,cleavage_agent,Trypsin; Lys-C,Trypsin/LysC,SEMANTIC,0.966385
TechnicalAgent,PXD028781,label,label-free,,NO_MATCH,0.0
TechnicalAgent,PXD029966,instrument,TripleTOF 6600,,NO_MATCH,0.0
TechnicalAgent,PXD029966,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD029997,cleavage_agent,trypsin,ULP1; 3 C protease; trypsin; Trypsin/P,EXACT,1.0
TechnicalAgent,PXD029997,reduction_reagent,TCEP,TCEP,EXACT,1.0
TechnicalAgent,PXD030403,instrument,LTQ-Orbitrap,LTQ-Orbitrap,EXACT,1.0
TechnicalAgent,PXD030403,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD032098,instrument,1; 2; 3; 4,Orbitrap Fusion Tribrid mass spectrometer|||Orbitrap Fusion Tribrid mass spectrometer; Biacore X100|||Biacore X100,NO_MATCH,0.34441
TechnicalAgent,PXD032098,label,run 1; run 2; run 3; run 4; run 5; run 6; run 7; run 8,,NO_MATCH,0.0
TechnicalAgent,PXD034195,cleavage_agent,trypsin,,NO_MATCH,0.0
TechnicalAgent,PXD036655,cleavage_agent,trypsin,Liberase; Lys-C; trypsin,EXACT,1.0
TechnicalAgent,PXD036655,label,TMT10plex,TMT10 plex; TMT6plex,NO_MATCH,0.919298
TechnicalAgent,PXD036655,reduction_reagent,DTT,DTT,EXACT,1.0
TechnicalAgent,PXD036832,instrument,Q Exactive HF-X,MagnaLyzer; Abacus vet5; Accuri C6 Plus; FACSVerse flow cytometer; VICTOR3 Multilabel Plate Reader; Leica RM2255; Nikon Eclipse 80i; Q Exactive HF-X mass spectrometer; EASY-nLC 1200 ultra-HPLC system,NO_MATCH,0.75193
TechnicalAgent,PXD036832,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD040176,instrument,Orbitrap Fusion,Zeiss Axioscope; TissueLyserII; AH-650 swinging-bucket rotor,NO_MATCH,0.342082
TechnicalAgent,PXD040176,label,Label free,,NO_MATCH,0.0
TechnicalAgent,PXD040722,cleavage_agent,trypsin,trypsin,EXACT,1.0
TechnicalAgent,PXD040722,label,TMT16plex,TMT Isobaric,NO_MATCH,0.6617799401283264
TechnicalAgent,PXD041681,instrument,Orbitrap Fusion Lumos Tribrid,Architect C8000; Ulti-Mate™ 3000 RSLCnano; Orbitrap Fusion™ Lumos™ Tribrid™,NORMALIZED,0.95
TechnicalAgent,PXD041681,label,label free sample,,NO_MATCH,0.0
TechnicalAgent,PXD042574,cleavage_agent,proteinase K; trypsin,,NO_MATCH,0.0
TechnicalAgent,PXD042574,reduction_reagent,dithiothreitol (DTT),,NO_MATCH,0.0
TechnicalAgent,PXD043392,cleavage_agent,trypsin,zymolase; MNase,NO_MATCH,0.544001
TechnicalAgent,PXD060381,cleavage_agent,trypsin,trypsin; collagenase NB4; dispase II,EXACT,1.0
ExperimentalDesignAgent,PXD001856,replicates,3,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD002619,fractions,6,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD005982,replicates,3,three biological replicates,NO_MATCH,0.5509132146835327
ExperimentalDesignAgent,PXD005982,number_of_samples,9,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD006847,number_of_samples,10-100 cultured cells; single human islet cross sections,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD012439,replicates,3,three biological replicates,NO_MATCH,0.5509132146835327
ExperimentalDesignAgent,PXD012439,technical_replicates,3,technical triplicates; technical replicate; technical duplicate,NO_MATCH,0.436915
ExperimentalDesignAgent,PXD012439,number_of_samples,18,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD013543,replicates,8 per group,11 animals,NO_MATCH,0.5953551530838013
ExperimentalDesignAgent,PXD013543,technical_replicates,3,three technical replicates,NO_MATCH,0.5814386010169983
ExperimentalDesignAgent,PXD013543,number_of_samples,16,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD014762,replicates,3,n = 3 IPF specimens,NO_MATCH,0.4208572208881378
ExperimentalDesignAgent,PXD014762,number_of_samples,6,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD015272,replicates,2,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD015289,technical_replicates,6,Three repeated runs,NO_MATCH,0.4358079731464386
ExperimentalDesignAgent,PXD018830,replicates,21,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD018830,fractions,1,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD018830,factor_value,Breast cancer (BC); Control,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD019394,fractions,13,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD019394,factor_value,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis; enrichment of phosphorylated Protein; no enrichment,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD021383,replicates,4–6,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD022741,replicates,3,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD022741,fractions,13,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD026287,replicates,3,three,NORMALIZED,0.95
ExperimentalDesignAgent,PXD026287,fractions,60,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD028781,replicates,3,three biological replicates,NO_MATCH,0.5509132146835327
ExperimentalDesignAgent,PXD028781,number_of_samples,2,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD029966,replicates,3,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD029966,fractions,1,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD029966,factor_value,AC=MS:1001251,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD030403,replicates,2,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD030403,fractions,3,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD032098,fractions,1,four fractions|||four fractions,NO_MATCH,0.39602041244506836
ExperimentalDesignAgent,PXD034195,replicates,3,Three,NORMALIZED,0.95
ExperimentalDesignAgent,PXD034195,number_of_samples,6,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD036655,replicates,5,N = 5; N = 3; N = 4; N = 2,NO_MATCH,0.66708
ExperimentalDesignAgent,PXD036655,number_of_samples,10,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD036832,replicates,1,n biological replicates = 1; 23 animals; 45 animals; 31 animals,NO_MATCH,0.544209
ExperimentalDesignAgent,PXD036832,fractions,8,96 samples,NO_MATCH,0.0
ExperimentalDesignAgent,PXD036832,factor_value,liver180802-T0T6_HpH_1; liver180802-T0T6_HpH_2; liver180802-T0T6_HpH_3; liver180802-T0T6_HpH_4; liver180802-T0T6_HpH_5; liver180802-T0T6_HpH_6; liver180802-T0T6_HpH_7; liver180802-T0T6_HpH_8; liver180802-T12T18_HpH_1; liver180802-T12T18_HpH_2; liver180802-T12T18_HpH_3; liver180802-T12T18_HpH_4; liver180802-T12T18_HpH_5; liver180802-T12T18_HpH_6; liver180802-T12T18_HpH_7; liver180802-T12T18_HpH_8; lung180802-T0T6_HpH_1; lung180802-T0T6_HpH_2; lung180802-T0T6_HpH_3; lung180802-T0T6_HpH_4; lung180802-T0T6_HpH_5; lung180802-T0T6_HpH_6; lung180802-T0T6_HpH_7; lung180802-T0T6_HpH_8; lung180802-T12T18_HpH_1; lung180802-T12T18_HpH_2; lung180802-T12T18_HpH_3; lung180802-T12T18_HpH_4; lung180802-T12T18_HpH_5; lung180802-T12T18_HpH_6; lung180802-T12T18_HpH_7; lung180802-T12T18_HpH_8; spleen180802-T0T6_HpH_1; spleen180802-T0T6_HpH_2; spleen180802-T0T6_HpH_3; spleen180802-T0T6_HpH_4; spleen180802-T0T6_HpH_5; spleen180802-T0T6_HpH_6; spleen180802-T0T6_HpH_7; spleen180802-T0T6_HpH_8; spleen180802-T12T18_HpH_1; spleen180802-T12T18_HpH_2; spleen180802-T12T18_HpH_3; spleen180802-T12T18_HpH_4; spleen180802-T12T18_HpH_5; spleen180802-T12T18_HpH_6; spleen180802-T12T18_HpH_7; spleen180802-T12T18_HpH_8; plasma180802-T0T6_HpH_1; plasma180802-T0T6_HpH_2; plasma180802-T0T6_HpH_3; plasma180802-T0T6_HpH_4; plasma180802-T0T6_HpH_5; plasma180802-T0T6_HpH_6; plasma180802-T0T6_HpH_7; plasma180802-T0T6_HpH_8; plasma180802-T12T18_HpH_1; plasma180802-T12T18_HpH_2; plasma180802-T12T18_HpH_3; plasma180802-T12T18_HpH_4; plasma180802-T12T18_HpH_5; plasma180802-T12T18_HpH_6; plasma180802-T12T18_HpH_7; plasma180802-T12T18_HpH_8,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD040176,replicates,1,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD040722,replicates,4,4,EXACT,1.0
ExperimentalDesignAgent,PXD042574,number_of_samples,12,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD043392,replicates,2,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD060381,replicates,3,,NO_MATCH,0.0
ExperimentalDesignAgent,PXD060381,number_of_samples,9,,NO_MATCH,0.0
